date,open,high,low,close,adj_close,volume,ticker
2018-01-02,86.12999725341797,86.30999755859375,85.5,85.94999694824219,80.73816680908203,22483800,MSFT
2018-01-03,86.05999755859375,86.51000213623047,85.97000122070312,86.3499984741211,81.11392211914062,26061400,MSFT
2018-01-04,86.58999633789062,87.66000366210938,86.56999969482422,87.11000061035156,81.82782745361328,21912000,MSFT
2018-01-05,87.66000366210938,88.41000366210938,87.43000030517578,88.19000244140625,82.84236145019531,23407100,MSFT
2018-01-08,88.19999694824219,88.58000183105469,87.5999984741211,88.27999877929688,82.9268798828125,22113000,MSFT
2018-01-09,88.6500015258789,88.7300033569336,87.86000061035156,88.22000122070312,82.87051391601562,19484300,MSFT
2018-01-10,87.86000061035156,88.19000244140625,87.41000366210938,87.81999969482422,82.49478149414062,18652200,MSFT
2018-01-11,88.12999725341797,88.12999725341797,87.23999786376953,88.08000183105469,82.73902893066406,17808900,MSFT
2018-01-12,88.66999816894531,89.77999877929688,88.44999694824219,89.5999984741211,84.16682434082031,24271500,MSFT
2018-01-16,90.0999984741211,90.79000091552734,88.01000213623047,88.3499984741211,82.99263000488281,36599700,MSFT
2018-01-17,89.08000183105469,90.27999877929688,88.75,90.13999938964844,84.6740951538086,25621200,MSFT
2018-01-18,89.80000305175781,90.66999816894531,89.66000366210938,90.0999984741211,84.63651275634766,24159700,MSFT
2018-01-19,90.13999938964844,90.61000061035156,89.66000366210938,90.0,84.54257202148438,36875000,MSFT
2018-01-22,90.0,91.62000274658203,89.73999786376953,91.61000061035156,86.0549545288086,23601600,MSFT
2018-01-23,91.9000015258789,92.30000305175781,91.54000091552734,91.9000015258789,86.3273696899414,23412800,MSFT
2018-01-24,92.55000305175781,93.43000030517578,91.58000183105469,91.81999969482422,86.25222778320312,33277500,MSFT
2018-01-25,92.47000122070312,93.23999786376953,91.93000030517578,92.33000183105469,86.7313003540039,26383200,MSFT
2018-01-26,93.12000274658203,94.05999755859375,92.58000183105469,94.05999755859375,88.35639953613281,29172200,MSFT
2018-01-29,95.13999938964844,95.44999694824219,93.72000122070312,93.91999816894531,88.22489166259766,31569900,MSFT
2018-01-30,93.30000305175781,93.66000366210938,92.0999984741211,92.73999786376953,87.11642456054688,38635100,MSFT
2018-01-31,93.75,95.4000015258789,93.51000213623047,95.01000213623047,89.24878692626953,48756300,MSFT
2018-02-01,94.79000091552734,96.06999969482422,93.58000183105469,94.26000213623047,88.54425048828125,47227900,MSFT
2018-02-02,93.63999938964844,93.97000122070312,91.5,91.77999877929688,86.21465301513672,47867800,MSFT
2018-02-05,90.55999755859375,93.23999786376953,88.0,88.0,82.66386413574219,51031500,MSFT
2018-02-06,86.88999938964844,91.4800033569336,85.25,91.33000183105469,85.79194641113281,67998600,MSFT
2018-02-07,90.48999786376953,91.7699966430664,89.19999694824219,89.61000061035156,84.17623138427734,41107600,MSFT
2018-02-08,89.70999908447266,89.87999725341797,84.76000213623047,85.01000213623047,79.85517120361328,55628700,MSFT
2018-02-09,86.30000305175781,88.93000030517578,83.83000183105469,88.18000030517578,82.83296203613281,63499100,MSFT
2018-02-12,88.73999786376953,89.77999877929688,87.93000030517578,89.12999725341797,83.72532653808594,35720300,MSFT
2018-02-13,88.93000030517578,90.0,87.80000305175781,89.83000183105469,84.38288879394531,26407700,MSFT
2018-02-14,88.51000213623047,90.98999786376953,88.41000366210938,90.80999755859375,85.70417022705078,34960900,MSFT
2018-02-15,91.20999908447266,92.72000122070312,90.62000274658203,92.66000366210938,87.45016479492188,27823900,MSFT
2018-02-16,92.44999694824219,93.5,91.80000305175781,92.0,86.82726287841797,30596900,MSFT
2018-02-20,91.4800033569336,93.05999755859375,91.01000213623047,92.72000122070312,87.50678253173828,30911700,MSFT
2018-02-21,92.9800033569336,93.36000061035156,91.48999786376953,91.48999786376953,86.34593963623047,26922500,MSFT
2018-02-22,92.05000305175781,92.7300033569336,91.36000061035156,91.7300033569336,86.57245635986328,24392800,MSFT
2018-02-23,93.5999984741211,94.06999969482422,92.36000061035156,94.05999755859375,88.77143859863281,26329200,MSFT
2018-02-26,94.4000015258789,95.44999694824219,94.25,95.41999816894531,90.05498504638672,30199800,MSFT
2018-02-27,95.73999786376953,95.83999633789062,94.19999694824219,94.19999694824219,88.90357971191406,25869100,MSFT
2018-02-28,94.83999633789062,95.70999908447266,93.62999725341797,93.7699966430664,88.49772644042969,31167300,MSFT
2018-03-01,93.98999786376953,94.56999969482422,91.83999633789062,92.8499984741211,87.62946319580078,37135600,MSFT
2018-03-02,91.58000183105469,93.1500015258789,90.86000061035156,93.05000305175781,87.81822204589844,32830400,MSFT
2018-03-05,92.33999633789062,94.2699966430664,92.26000213623047,93.63999938964844,88.37505340576172,23901600,MSFT
2018-03-06,94.33999633789062,94.48999786376953,92.94000244140625,93.31999969482422,88.07305908203125,22175800,MSFT
2018-03-07,93.16000366210938,93.94000244140625,92.43000030517578,93.86000061035156,88.58268737792969,26716100,MSFT
2018-03-08,94.2699966430664,95.0999984741211,93.7699966430664,94.43000030517578,89.12064361572266,25887800,MSFT
2018-03-09,95.29000091552734,96.54000091552734,95.0,96.54000091552734,91.11201477050781,36937300,MSFT
2018-03-12,96.5,97.20999908447266,96.04000091552734,96.7699966430664,91.32905578613281,26073700,MSFT
2018-03-13,97.0,97.23999786376953,93.97000122070312,94.41000366210938,89.10176086425781,35387800,MSFT
2018-03-14,95.12000274658203,95.41000366210938,93.5,93.8499984741211,88.5732421875,32132000,MSFT
2018-03-15,93.52999877929688,94.58000183105469,92.83000183105469,94.18000030517578,88.88468933105469,27611000,MSFT
2018-03-16,94.68000030517578,95.37999725341797,93.91999816894531,94.5999984741211,89.28108978271484,49081300,MSFT
2018-03-19,93.73999786376953,93.9000015258789,92.11000061035156,92.88999938964844,87.66722869873047,33344100,MSFT
2018-03-20,93.05000305175781,93.7699966430664,93.0,93.12999725341797,87.89372253417969,23075200,MSFT
2018-03-21,92.93000030517578,94.05000305175781,92.20999908447266,92.4800033569336,87.28028869628906,24457100,MSFT
2018-03-22,91.2699966430664,91.75,89.66000366210938,89.79000091552734,84.74152374267578,38604700,MSFT
2018-03-23,89.5,90.45999908447266,87.08000183105469,87.18000030517578,82.27828216552734,44068900,MSFT
2018-03-26,90.61000061035156,94.0,90.4000015258789,93.77999877929688,88.5071792602539,56396800,MSFT
2018-03-27,94.94000244140625,95.13999938964844,88.51000213623047,89.47000122070312,84.43952178955078,56569000,MSFT
2018-03-28,89.81999969482422,91.2300033569336,88.87000274658203,89.38999938964844,84.36400604248047,52501100,MSFT
2018-03-29,90.18000030517578,92.29000091552734,88.4000015258789,91.2699966430664,86.1383056640625,45867500,MSFT
2018-04-02,90.47000122070312,90.87999725341797,87.51000213623047,88.5199966430664,83.54293823242188,48515400,MSFT
2018-04-03,89.58000183105469,90.05000305175781,87.88999938964844,89.70999908447266,84.66602325439453,37213800,MSFT
2018-04-04,87.8499984741211,92.76000213623047,87.7300033569336,92.33000183105469,87.13872528076172,35560000,MSFT
2018-04-05,92.44000244140625,93.06999969482422,91.4000015258789,92.37999725341797,87.1858901977539,29771900,MSFT
2018-04-06,91.48999786376953,92.45999908447266,89.4800033569336,90.2300033569336,85.15679931640625,38026000,MSFT
2018-04-09,91.04000091552734,93.16999816894531,90.62000274658203,90.7699966430664,85.66643524169922,31533900,MSFT
2018-04-10,92.38999938964844,93.27999877929688,91.63999938964844,92.87999725341797,87.65777587890625,26812000,MSFT
