date,open,high,low,close,adj_close,volume,ticker
2017-09-25,74.08999633789062,74.25,72.91999816894531,73.26000213623047,68.47380065917969,24149200,MSFT
2017-09-26,73.66999816894531,73.80999755859375,72.98999786376953,73.26000213623047,68.47380065917969,18019600,MSFT
2017-09-27,73.55000305175781,74.16999816894531,73.16999816894531,73.8499984741211,69.0252456665039,19565100,MSFT
2017-09-28,73.54000091552734,73.97000122070312,73.30999755859375,73.87000274658203,69.0439224243164,10883800,MSFT
2017-09-29,73.94000244140625,74.54000091552734,73.87999725341797,74.48999786376953,69.62340545654297,17079100,MSFT
2017-10-02,74.70999908447266,75.01000213623047,74.30000305175781,74.61000061035156,69.73558807373047,15304800,MSFT
2017-10-03,74.66999816894531,74.87999725341797,74.19000244140625,74.26000213623047,69.40845489501953,12190400,MSFT
2017-10-04,74.08999633789062,74.72000122070312,73.70999908447266,74.69000244140625,69.81033325195312,13317700,MSFT
2017-10-05,75.22000122070312,76.12000274658203,74.95999908447266,75.97000122070312,71.0067367553711,21195300,MSFT
2017-10-06,75.66999816894531,76.02999877929688,75.54000091552734,76.0,71.03475952148438,13959800,MSFT
2017-10-09,75.97000122070312,76.55000305175781,75.86000061035156,76.29000091552734,71.30584716796875,11386500,MSFT
2017-10-10,76.33000183105469,76.62999725341797,76.13999938964844,76.29000091552734,71.30584716796875,13944500,MSFT
2017-10-11,76.36000061035156,76.45999908447266,75.94999694824219,76.41999816894531,71.42733764648438,15388900,MSFT
2017-10-12,76.48999786376953,77.29000091552734,76.37000274658203,77.12000274658203,72.08159637451172,16876500,MSFT
2017-10-13,77.58999633789062,77.87000274658203,77.29000091552734,77.48999786376953,72.42741394042969,15335700,MSFT
2017-10-16,77.41999816894531,77.80999755859375,77.3499984741211,77.6500015258789,72.57698822021484,12380100,MSFT
2017-10-17,77.47000122070312,77.62000274658203,77.25,77.58999633789062,72.5208969116211,16824000,MSFT
2017-10-18,77.66999816894531,77.8499984741211,77.37000274658203,77.61000061035156,72.53958129882812,13300700,MSFT
2017-10-19,77.56999969482422,77.93000030517578,77.3499984741211,77.91000366210938,72.81996154785156,15092800,MSFT
2017-10-20,78.31999969482422,78.97000122070312,78.22000122070312,78.80999755859375,73.66117858886719,22866400,MSFT
2017-10-23,78.98999786376953,79.33999633789062,78.76000213623047,78.83000183105469,73.67989349365234,20627200,MSFT
2017-10-24,78.9000015258789,79.19999694824219,78.45999908447266,78.86000061035156,73.7079086303711,17517200,MSFT
2017-10-25,78.58000183105469,79.0999984741211,78.01000213623047,78.62999725341797,73.49295043945312,20410800,MSFT
2017-10-26,79.19999694824219,79.41999816894531,78.75,78.76000213623047,73.61447143554688,32120700,MSFT
2017-10-27,84.37000274658203,86.19999694824219,83.61000061035156,83.80999755859375,78.33451843261719,71066700,MSFT
2017-10-30,83.69999694824219,84.33000183105469,83.11000061035156,83.88999938964844,78.4093017578125,31756700,MSFT
2017-10-31,84.36000061035156,84.36000061035156,83.11000061035156,83.18000030517578,77.74568939208984,27086600,MSFT
2017-11-01,83.68000030517578,83.76000213623047,82.87999725341797,83.18000030517578,77.74568939208984,22307400,MSFT
2017-11-02,83.3499984741211,84.45999908447266,83.12000274658203,84.05000305175781,78.5588607788086,23992900,MSFT
2017-11-03,84.08000183105469,84.54000091552734,83.4000015258789,84.13999938964844,78.64295196533203,17633500,MSFT
2017-11-06,84.19999694824219,84.69999694824219,84.08000183105469,84.47000122070312,78.95143127441406,19860900,MSFT
2017-11-07,84.7699966430664,84.9000015258789,83.93000030517578,84.2699966430664,78.76447296142578,17939700,MSFT
2017-11-08,84.13999938964844,84.61000061035156,83.83000183105469,84.55999755859375,79.03550720214844,18034200,MSFT
2017-11-09,84.11000061035156,84.2699966430664,82.9000015258789,84.08999633789062,78.5962142944336,21178400,MSFT
2017-11-10,83.79000091552734,84.0999984741211,83.2300033569336,83.87000274658203,78.39061737060547,19397800,MSFT
2017-11-13,83.66000366210938,83.94000244140625,83.45999908447266,83.93000030517578,78.44670104980469,14196900,MSFT
2017-11-14,83.5,84.0999984741211,82.9800033569336,84.05000305175781,78.5588607788086,18801300,MSFT
2017-11-15,83.47000122070312,83.69000244140625,82.69000244140625,82.9800033569336,77.94828033447266,19383100,MSFT
2017-11-16,83.0999984741211,83.41999816894531,82.94000244140625,83.19999694824219,78.1549072265625,20962800,MSFT
2017-11-17,83.12000274658203,83.12000274658203,82.23999786376953,82.4000015258789,77.40343475341797,22079000,MSFT
2017-11-20,82.4000015258789,82.58999633789062,82.25,82.52999877929688,77.52554321289062,16315000,MSFT
2017-11-21,82.73999786376953,83.83999633789062,82.73999786376953,83.72000122070312,78.64338684082031,21237500,MSFT
2017-11-22,83.83000183105469,83.9000015258789,83.04000091552734,83.11000061035156,78.07038879394531,20553100,MSFT
2017-11-24,83.01000213623047,83.43000030517578,82.77999877929688,83.26000213623047,78.21127319335938,7425600,MSFT
2017-11-27,83.30999755859375,83.9800033569336,83.30000305175781,83.87000274658203,78.7843017578125,18265200,MSFT
2017-11-28,84.06999969482422,85.05999755859375,84.0199966430664,84.87999725341797,79.7330322265625,21926000,MSFT
2017-11-29,84.70999908447266,84.91999816894531,83.18000030517578,83.33999633789062,78.28643035888672,27381100,MSFT
2017-11-30,83.51000213623047,84.5199966430664,83.33999633789062,84.16999816894531,79.06610870361328,33054600,MSFT
2017-12-01,83.5999984741211,84.80999755859375,83.22000122070312,84.26000213623047,79.15064239501953,29532100,MSFT
2017-12-04,84.41999816894531,84.43000030517578,80.69999694824219,81.08000183105469,76.16349029541016,39094900,MSFT
2017-12-05,81.33999633789062,82.68000030517578,80.9800033569336,81.58999633789062,76.64253234863281,26152300,MSFT
2017-12-06,81.55000305175781,83.13999938964844,81.43000030517578,82.77999877929688,77.76038360595703,26162100,MSFT
2017-12-07,82.54000091552734,82.80000305175781,82.0,82.48999786376953,77.48796081542969,23184500,MSFT
2017-12-08,83.62999725341797,84.58000183105469,83.33000183105469,84.16000366210938,79.05671691894531,24489100,MSFT
2017-12-11,84.29000091552734,85.37000274658203,84.12000274658203,85.2300033569336,80.06183624267578,22857900,MSFT
2017-12-12,85.30999755859375,86.05000305175781,85.08000183105469,85.58000183105469,80.3906021118164,23924100,MSFT
2017-12-13,85.73999786376953,86.0,85.16999816894531,85.3499984741211,80.17455291748047,22062700,MSFT
2017-12-14,85.43000030517578,85.87000274658203,84.52999877929688,84.69000244140625,79.55455780029297,19306000,MSFT
2017-12-15,85.26000213623047,87.08999633789062,84.87999725341797,86.8499984741211,81.58358764648438,53936700,MSFT
2017-12-18,87.12000274658203,87.5,86.2300033569336,86.37999725341797,81.14209747314453,22283800,MSFT
2017-12-19,86.3499984741211,86.3499984741211,85.2699966430664,85.83000183105469,80.62544250488281,23524800,MSFT
2017-12-20,86.19999694824219,86.30000305175781,84.70999908447266,85.5199966430664,80.33423614501953,23674900,MSFT
